Entidad;Erakundea;Calle;Código Postal;Población;Geo;Revisión;Teléfono;Web;Otros
Departamento de Medio Ambiente, Planificación Territorial y Vivienda;Ingurumen, Lurralde Plangintza eta Etxebizitza Saila;Donostia-San Sebastián, 1 - LAKUA;01010;Vitoria-Gasteiz;42.8588330749507, -2.68725856523201;2016-11-28 11:26:21 UTC;"";""
Viceconsejería de Cultura, Juventud y Deportes;Kultura, Gazteria eta Kirol Sailburuordetza;Donostia-San Sebastián, 1;01010;Vitoria-Gasteiz;42.8588330749507, -2.68725856523201;2016-11-30 11:11:46 UTC;"";""
Audiencia Provincial de Álava;Arabako Probintzi Auzitegia;Palacio de Justicia - Avenida Gasteiz, 18;01008;Vitoria-Gasteiz;42.8436348, -2.6825105;2011-09-21 21:07:05 UTC;945004821;"";fax: 945004820
Congreso de los Diputados;Diputatuen Kongresua;Carrera de San Jerónimo;28071;Madrid;40.4166075, -3.6996273;2011-09-22 11:07:40 UTC;913906000;http://www.congreso.es;fax: 914298707
Escuela de Ingeniería en Alternancia  IMH;Txandakako IMH Ingeniaritza Eskola;Azkue Auzoa, 1;20870;Elgoibar;43.2171554, -2.4109908;2014-02-11 16:26:52 UTC;943748264;http://www.imh.es/es/alumnos/ingenieria-dual;fax: 943744153
Ficoba - Feria Internacional de la Costa Vasca;Ficoba - Euskal Kostaldeko Nazioarteko Erakustazoka;Avenida Iparralde, 43;20302;Irún;43.3476077965, -1.78744054847;2014-02-23 16:43:05 UTC;943667788;http://www.ficoba.org;fax: 943616164
IK4-IKERLAN;;Pº. J. Mª. Arizmendiarrieta, 2;20500;Arrasate/Mondragón;, ;2014-04-07 15:03:41 UTC;943712400;http://www.ikerlan.es;fax: 943796944
Ayuntamiento de Ubide;Ubideko Udala;San Juan, 4;48145;Ubide;43.026832, -2.688209;2011-09-21 21:07:09 UTC;945450322;http://www.ubidekoudala.net;fax: 945461437;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=48&mun=088&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=48088
Ayuntamiento de Ondarroa;Ondarroako Udala;Musika plaza, 1;48700;Ondarroa;43.3207129, -2.4208966;2016-01-27 17:34:17 UTC;946833674;http://www.ondarroa.eu;fax: 946833675;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=48&mun=073&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=48073
Bruxelles/Brussels;Bruxelles/Brussels;"";"";;, ;2014-08-18 11:58:29 UTC;"";""
UPV/EHU - Universidad del País Vasco;UPV/EHU - Euskal Herriko Unibertsitatea;Sarriena - s/n - Barrio;48940;Leioa;43.3350830486885, -2.98216407140032;2017-01-13 10:32:43 UTC;946012000;http://www.ehu.eus;fax: 946012200
Ayuntamiento de Sopelana;Sopelanako Udala;Sabino Arana, 1;48600;Sopelana;43.3819315, -2.9795777;2016-01-27 17:41:53 UTC;944065500;http://www.sopelaudala.eus;fax: 944065510;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=48&mun=085&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=48085
Ayuntamiento de Alegia;Alegiako Udala;Enparantza nagusia;20260;Alegia;43.1000166, -2.0962732;2016-01-28 11:34:27 UTC;943651087943653016;http://www.alegia.eus;fax: 943654815;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=20&mun=005&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=20005
Ayuntamiento de Altzaga;Altzagako Udala;Altzaga Bidea, 11;20248;Altzaga;43.0623489, -2.1610296;2016-01-28 12:45:13 UTC;943883737;http://www.altzaga.eus;fax: 943161045;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=20&mun=906&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=20906
Mondragon Unibertsitatea;Mondragon Unibertsitatea;Loramendi, 4;20500;Mondragón;43.0617977144, -2.4973534434;2016-02-02 12:25:38 UTC;943712185;http://www.mondragon.edu
LANBIDE - Gernika-Lumo;;Karmelo Etxegarai, 8-10 (bajo);48300;Gernika-Lumo;43.3127035782815, -2.67884100198573;2016-02-10 08:17:15 UTC;945160600;http://www.lanbide.euskadi.eus;fax: 944033171
LANBIDE - Donostia-San Sebastián Gros;;Marino Tabuyo, 14;20013;Donostia-San Sebastián;43.3236687455836, -1.96887216838358;2016-02-10 08:20:56 UTC;945160600;http://www.lanbide.euskadi.eus;fax: 943298397
Ayuntamiento de Bidania-Goiatz;Bidania-Goiatzeko Udala;Bidania Gunea, 2;20496;Bidania-Goiatz;43.1273516, -2.1296756;2016-02-10 10:14:04 UTC;943681109;http://www.bidania-goiatz.eus;fax: 943681098;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=20&mun=024&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=20024
Ayuntamiento de Ibarra;Ibarrako Udala;San Bartolome, 2;20400;Ibarra;43.1315222, -2.0623645;2016-02-10 10:22:49 UTC;943671138;http://www.ibarra.eus;fax: 943673852;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=20&mun=042&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=20042
Ayuntamiento de Itsasondo;Itsasondoko Udala;Kale Nagusia, 24;20249;Itsasondo;43.067333, -2.1651079;2016-02-10 10:24:47 UTC;943881170;http://www.itsasondo.eus;fax: 943161045;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=20&mun=047&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=20047
Ayuntamiento de Lazkao;Lazkaoko Udala;Euskadi enparantza, 1;20210;Lazkao;43.0299106, -2.1866779;2016-02-10 10:25:57 UTC;943088080;http://www.lazkao.eus;fax: 943085194;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=20&mun=049&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=20049
Euskal Sozialistak-Socialistas Vascos (SV-ES);Euskal Sozialistak-Socialistas Vascos (SV-ES);Becero de Bengoa, s/n;01005;Vitoria-Gasteiz;40.463667, -3.74922;2016-10-25 15:32:11 UTC;945004099;http://www.legebiltzarra.eus;fax: 945140019
Popular Vasco-Euskal Talde Popularra (PV-ETP);Popular Vasco-Euskal Talde Popularra (PV-ETP);Becerro de Bengoa, s/n;01005;Vitoria-Gasteiz;42.845387, -2.6749338;2016-11-16 17:28:23 UTC;945004074/ 945004075/ 945004076;http://www.legebiltzarra.eus;fax: 945136364
Consejo Asesor de Conservación de la Naturaleza del País Vasco-Naturzaintza;Naturzaintza-Euskal Autonomia Erkidegoko Natura Babesteko Aholku Kontseilua;"";"";;40.463667, -3.74922;2013-10-23 08:35:00 UTC;"";"";funciones: http://www.bopv.euskadi.net/cgi-bin_k54/bopv_20?c&f=19940727&a=199402695
Escuela Superior de Hostelería Galdakao;Galdakao Ostalaritza Eskola Nagusia;Sixta Barrenetxea, 24;48960;Galdakao;43.2334320952, -2.85638593044;2011-09-21 21:07:06 UTC;944576077944560458944560253;http://www.hosteleriagaldakao.com;fax: 94 456 14 13
Ayuntamiento de Arratzua-Ubarrundia;Arratzua-Ubarrundiako Udala;Uribea, 12;01520;Durana;42.8898436, -2.6394346;2015-07-06 08:40:27 UTC;945299516;http://www.arratzua-ubarrundia.eus;fax: 945299602;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=01&mun=008&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=01008
Ayuntamiento de Areatza;Areatzako Udala;Gudarien plaza, 7;48143;Areatza;43.1202974, -2.7683852;2014-02-05 10:21:38 UTC;946739010;http://www.areatza.net;fax: 946317165;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=48&mun=093&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=48093
Archivo del Nacionalismo Vasco - Sabino Arana Fundazioa;Euskal Abertzaletasunaren Agiritegia -Sabino Arana Fundazioa;Mandobide, 6 - 3º;48007;Bilbao;43.2690529566333, -2.92674496463265;2014-02-28 09:02:13 UTC;944056450;http://www.sabinoarana.org
Ayuntamiento de Arakaldo;Arakaldoko Udala;Barrio de Elexalde, 3;48498;Arakaldo;43.1537645, -2.9341839;2011-09-21 21:07:06 UTC;946721353;http://www.arakaldo.org;fax: 946725940;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=48&mun=005&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=48005
Ayuntamiento de Arantzazu;Arantzazuko Udala;Barrio de Zelai, 1;48140;Arantzazu;43.1569042, -2.7914816;2011-09-21 21:07:06 UTC;946315689;http://www.arantzazukoudala.com;fax: 94 631 54 56;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=48&mun=006&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=48006
EiTB Radio;EiTB Irratia;Capuchinos de Basurtu, 2;48013;Bilbao;43.2620430141, -2.95130641292;2014-03-20 19:37:57 UTC;946563000;http://www.eitb.eus;fax: 946563095
Consejo Escolar de Euskadi;Euskadiko Eskola Kontseilua;Gran Vía Diego López de Haro, 85 - 2º;48011;Bilbao;43.2648044696446, -2.94389384941538;2013-03-07 12:52:36 UTC;944031960;http://www.euskadi.net/eskolakontseilua;fax: 944031961
PP - Partido Popular;PP - Partido Popular;Gran Vía, 89 - 5º;48011;Bilbao;43.2650749, -2.9447306;2011-09-21 21:07:06 UTC;944399277;http://www.ppvasco.com;fax: 94 441 79 91
CNT - Confederación Nacional del Trabajo -SEDE REGIONAL-;CNT - Lanaren Konfederazio Nazionala -ESKUALDEKO EGOITZA-;Correria, 65;01001;Vitoria-Gasteiz;42.8422168768851, -2.51467214037172;2014-03-07 12:17:48 UTC;945282974;http://www.cnt.es;fax: 945282974
Grupo Parlamentario Popular (PP) en el Senado;Talde Popularra (PP);Plaza de la Marina Española, 8;28013;Madrid;40.4204514, -3.7127009;2014-03-04 13:23:23 UTC;915381931;http://www.senado.es
Ayuntamiento de Leioa;Leioako Udala;Elexalde, 1;48940;Leioa;43.3277654717395, -2.98625431975087;2012-03-22 09:16:36 UTC;944008000;http://www.leioa.eu;fax: 944648260;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=48&mun=054&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=48054
Ayuntamiento de Ispaster;Ispasterko Udala;Elejalde, 9;48288;Ispaster;43.3591701, -2.5483513;2016-01-27 17:21:09 UTC;946842999;http://www.ispaster.net;fax: 946243470;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=48&mun=049&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=48049
Ayuntamiento de Antzuola;Antzuolako Udala;Herriko plaza, 8;20577;Antzuola;43.0984492, -2.3818192;2016-02-10 09:14:11 UTC;943766246;http://www.antzuola.eus;fax: 943787100;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=20&mun=011&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=20011
Ayuntamiento de Arama;Aramako Udala;Illiarte, 2;20248;Arama;43.0636373, -2.1655576;2016-02-10 09:14:43 UTC;943880739;http://www.arama.eus;fax: 943880739;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=20&mun=012&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=20012
Ayuntamiento de Ataun;Ataungo Udala;Elbarrena Auzoa, 44;20211;Ataun;43.0069429, -2.1768801;2016-02-10 09:17:19 UTC;943180011;http://www.ataun.eus;fax: 943180111;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=20&mun=015&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=20015
Ayuntamiento de Azpeitia;Azpeitiako Udala;Enparantza nagusia, 5;20730;Azpeitia;43.183941, -2.2652628;2016-02-10 09:18:47 UTC;943157200;http://www.azpeitia.eus;fax: 943157201;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=20&mun=018&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=20018
Ayuntamiento de Beasain;Beasaingo Udala;San Martín de Loinaz, 1 - plaza;20200;Beasain;43.0472107554605, -2.19600055520825;2016-02-10 10:11:11 UTC;943028050;http://www.beasain.eus;fax: 943028051;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=20&mun=019&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=20019
Ayuntamiento de Beizama;Beizamako Udala;Herriko plaza, z/g.;20739;Beizama;43.1341913, -2.2001131;2016-02-10 10:11:44 UTC;943816338;http://www.beizama.eus;fax: 943156408;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=20&mun=020&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=20020
Ayuntamiento de Deba;Debako Udala;Portu kalea, 1;20820;Deba;43.2944984, -2.3542564;2016-02-10 10:14:25 UTC;943192840;http://www.deba.eus;fax: 943192894943608047;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=20&mun=029&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=20029
Ayuntamiento de Errezil;Errezilgo Udala;San Martin, 18;20737;Errezil;43.1647313, -2.1747013;2016-02-10 10:18:12 UTC;943812989/ 943150918;http://www.errezil.eus;fax: 943150081;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=20&mun=066&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=20066
Ayuntamiento de Gabiria;Gabiriako Udala;Udala, z/g.;20217;Gabiria;43.049689, -2.2798565;2016-02-10 10:19:35 UTC;943880734;http://www.gabiria.eus;fax: 943889319;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=20&mun=038&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=20038
Ayuntamiento de Hondarribia;Hondarribiako Udala;Kale Nagusia, 20;20280;Hondarribia;43.3624902, -1.791397;2016-02-10 10:22:16 UTC;943111213;http://www.hondarribia.eus;fax: 943111250;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=20&mun=036&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=20036
Ayuntamiento de Irun;Irungo Udala;San Juan Harria plaza, 1;20304;Irun;43.3413483, -1.80826;2016-02-10 10:24:00 UTC;943505152;http://www.irun.org;fax: 943505611;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=20&mun=045&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=20045
Ayuntamiento de Leintz-Gatzaga;Leintz-Gatzagako Udala;Plaza San Migel, 2;20530;Leintz Gatzaga;42.9865758, -2.5680986;2016-02-10 10:28:20 UTC;943714746;http://www.leintzgatzaga.eus;fax: 943714621;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=20&mun=068&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=20068
Ayuntamiento de Orexa;Orexako Udala;Errebote plaza, 1;20490;Orexa;43.0939216, -2.0115935;2016-02-10 10:33:52 UTC;943682029;http://www.orexa.eus;fax: 943682216;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=20&mun=060&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=20060
Ayuntamiento de Segura;Segurako Udala;Lardizabal, 5;20214;Segura;43.0088367, -2.2524857;2016-02-10 10:35:51 UTC;943801006;http://www.segura.eus;fax: 943800204;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=20&mun=070&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=20070
Ayuntamiento de Zumaia;Zumaiako Udala;Foruen enparantza, 1;20750;Zumaia;43.2966587, -2.2584888;2016-02-10 10:41:28 UTC;943865025;http://www.zumaia.eus;fax: 943862456;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=20&mun=081&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=20081
Euzko Abertzaleak-Nacionalistas Vascos (EA-NV);Euzko Abertzaleak-Nacionalistas Vascos (EA-NV);Becerro de Bengoa, s/n;01005;Vitoria-Gasteiz;40.463667, -3.74922;2016-11-17 09:11:15 UTC;945004050/ 945004052;http://www.legebiltzarra.eus;fax: 945140085
Ayuntamiento de Bedia;Bediako Udala;Lehendakari Agirre enparantza, 1;48390;Bedia;43.1629369, -2.7787859;2014-02-05 11:17:15 UTC;946314200;http://www.bedia.biz;fax: 946314319;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=48&mun=092&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=48092
Ayuntamiento de Mañaria;Mañariako Udala;Ebaristo Bustinza Kirikiño, 12;48212;Mañaria;43.1379147397374, -2.66063513039521;2014-02-05 13:25:57 UTC;946818998;http://www.manaria.org;fax: 946201624;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=48&mun=059&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=48059
El Periódico de Cataluña;El Periódico de Cataluña;"";"";;, ;2014-08-18 09:36:52 UTC;"";""
Ayuntamiento de Erandio;Erandioko Udala;Irailaren 23 Plaza, z/g.;48950;Erandio;43.307458, -2.946418;2014-02-05 12:31:27 UTC;944890100;http://www.erandio.net;fax: 944890187;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=48&mun=902&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=48902
Ayuntamiento de Derio;Derioko Udala;Herriko plaza, 3;48160;Derio;43.2913403, -2.887177;2011-09-21 21:07:07 UTC;944541019;http://www.deriokoudala.net;fax: 944542832;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=48&mun=901&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=48901
Ayuntamiento de Durango;Durangoko Udala;Barrenkalea, 17;48200;Durango;43.1669101, -2.632004;2011-09-21 21:07:07 UTC;946030000;http://www.durango-udala.net;fax: 94 - 620 16 22;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=48&mun=027&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=48027
Ayuntamiento de Ermua;Ermuako Udala;Marqués de Valdespina, 1;48260;Ermua;43.1860687, -2.5019938;2011-09-21 21:07:07 UTC;943179010/ 943176322;http://www.ermua.es;fax: 943179155;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=48&mun=034&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=48034
Ayuntamiento de Errigoiti;Errigoitiko Udala;Uria Auzoa, 1;48309;Errigoiti;43.3187087, -2.7253445;2011-09-21 21:07:07 UTC;946254190;http://www.errigoiti.net;fax: 946256469;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=48&mun=079&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=48079
Ayuntamiento de Fruiz;Fruizko Udala;Aldai enparantza, 5;48116;Fruiz;43.3295939, -2.7837858;2011-09-12 21:27:30 UTC;946153210;http://www.fruiz.net;fax: 946153505;geoeuskadi: http://www.geo.euskadi.eus/s69-bisorea/eu/x72aGeoeuskadiWAR/index.jsp?lang=eu&prov=48&mun=035&wmsLayers=limites-administrativos#74;udalmap: http://www.ogasun.ejgv.euskadi.eus/r51-20876x/eu/t64amVisorWar/t64aCreaFicha.jsp?R01HNoPortal=true&lan=1&code=48035
Palacio de Congresos y de la Música Euskalduna;Euskalduna Jauregia;Abandoibarra, 4;48011;Bilbao;43.2667214498194, -2.94486231895711;2014-02-23 17:29:32 UTC;944035000;http://www.euskalduna.net;fax: 944035001
STEE/EILAS - Euskadiko Irakaskuntzaren Langileen Sindikatua/Sindicato de Trabajadores/as de Enseñanza;STEE/EILAS - Euskadiko Irakaskuntzaren Langileen Sindikatua;"";"";;43.1517292023184, -2.60842956000156;2014-02-23 17:55:35 UTC;"";http://www.stee-eilas.org
Vasco Press;Vasco Press;Henao, 35 - 1º;48009;Bilbao;43.2653826129554, -2.93609130472723;2012-07-04 10:13:21 UTC;944246526;http://www.vascopress.com;fax: 944246523
